Cluster ID,confidence_score,original_id,first_name,last_name,gender,father
30,0.6750550000000001,1814,SShirley,heeler,F,Harrold
30,0.6750550000000001,2682,Eri,Whhite,M,Jua
30,0.6750550000000001,1814,Shirleey,Wheeleer,F,Harrold
32,0.468871,297,Michae,Otiz,M,Joshhua
33,0.7008260000000001,632,Justn,Murry,M,Eugen
33,0.7008260000000001,652,Luise,Dunnn,F,Daaniel
34,0.676465,1931,oseph,Garrrett,M,Hnry
34,0.676465,236,evin,Johnstton,M,Samueel
35,0.618692,916,Teressa,Wills,F,Steveen
35,0.618692,2792,Jessca,Snyde,F,JJuan
36,0.450088,1573,Dorohy,Littlle,F,Waalter
36,0.450088,2896,SSusan,Fergusoon,F,Wlter
37,0.933473,1391,Mihelle,Marti,F,Scot
37,0.933473,1391,Michlle,Marin,F,Sott
37,0.933473,1595,Stevn,Sha,M,Teerry
38,0.7597229999999999,2491,Dense,Kelle,F,Jnathan
39,0.9931909999999999,2481,Theresaa,ayes,F,Johnnny
39,0.9931909999999999,2481,Thresa,Hayees,F,Johnnny
40,0.603355,1225,Lrry,Greeene,M,Brucee
40,0.603355,216,Louis,Roertson,F,GGary
41,0.5555680000000001,2972,Louiise,Baaker,F,Gerrald
41,0.5555680000000001,2972,Louisee,Baer,F,Geralld
41,0.5555680000000001,721,Ay,FFowler,F,Bobbyy
42,0.713047,1496,Rand,Hil,M,Eugeene
43,0.817652,197,Amaanda,Weavver,F,Stephenn
43,0.817652,133,Srah,Wst,F,eith
45,0.753022313118,403,Mar,Gutirrez,M,AAdam
45,0.728733837605,2204,KKaren,Jacobbs,F,Wallter
46,0.898842,901,Shron,Rosss,F,Jeffreyy
46,0.898842,2480,Jmmy,Garrcia,M,Hary
47,0.8721129999999999,1624,Adaam,Waard,M,arold
47,0.8721129999999999,2198,Jaes,Hanon,M,Sephen
47,0.8721129999999999,1624,Adamm,Waard,M,Harod
47,0.8721129999999999,1624,Aam,Wardd,M,Haarold
48,0.973189,2762,Steen,Murrayy,M,Richad
48,0.973189,728,Philip,Armstrrong,M,Aaroon
49,0.544579,1808,Bonne,Alen,F,Je
50,0.8611190000000001,273,arry,WWatkins,M,Frred
51,0.954817,536,mily,Fisherr,F,Daviid
52,0.576671,766,Emiily,Reeed,F,Rady
53,0.777963,360,Stephe,Fernadez,M,Danie
54,0.966507732868,0,Kaathy,Dun,F,nthony
54,0.966507732868,0,athy,Dun,F,Anthny
54,0.966507732868,2571,Hather,Lync,F,Raph
55,0.926566,2960,Debbra,uncan,F,Athur
55,0.926566,803,Jullia,Giffin,F,Abert
57,0.982182,2693,Lia,Laawrence,F,Haroold
58,0.970192,758,Kellly,Mcdoald,F,ouis
59,0.658694,292,ames,Carrol,M,Roge
60,0.917377,166,hillip,Raamirez,M,Matin
60,0.917377,2790,Jse,Greenn,M,Dougllas
60,0.917377,166,Phillp,Rammirez,M,Martinn
61,0.994557380676,1866,Denis,Patteerson,M,Sawn
61,0.994557380676,1131,Brrandon,ox,M,Waayne
62,0.5004149999999999,1840,Ammy,Rvera,F,Erest
62,0.5004149999999999,1840,Amyy,ivera,F,Erneest
63,0.974325418472,2720,Christtine,Duncann,F,Justinn
63,0.974325418472,416,Ralh,Beerry,M,Haold
63,0.974325418472,2720,Chhristine,DDuncan,F,Justi
63,0.974325418472,2720,hristine,Duncaan,F,Jusstin
63,0.974325418472,416,Ralh,Bery,M,arold
64,0.433283,2744,Bria,Gaza,M,rnest
64,0.433283,1354,Patrica,Smih,F,Ernesst
64,0.433283,2744,Bian,Gaarza,M,Ernes
65,0.955407,948,Carl,EEllis,F,Howardd
66,0.771289,2288,RRuth,ardner,F,yan
66,0.771289,90,Kathyn,Murrayy,F,Hward
67,0.8606860000000001,1745,Stephe,tevens,M,RRobert
67,0.8606860000000001,1745,Stepphen,Stevns,M,RRobert
67,0.8606860000000001,1851,DDoris,Coxx,F,onald
68,0.995179,680,arold,Fostr,M,Henrry
68,0.995179,2391,Drothy,Olsoon,F,Joshuua
68,0.995179,680,Hrold,Foter,M,Henryy
68,0.995179,680,Harod,Fooster,M,HHenry
69,0.6278100000000001,2438,Jo,Petersoon,M,hris
69,0.6278100000000001,2438,JJoe,Petersson,M,hris
69,0.6278100000000001,2343,Louie,Brradley,F,Bily
69,0.6278100000000001,2438,JJoe,Peteerson,M,CChris
70,0.558551,344,Sanndra,Gorddon,F,Jermy
71,0.892692387104,2717,Ashey,ollins,F,CClarence
71,0.892692387104,2817,Doulas,Nelso,M,rian
72,0.800751,2789,Caherine,Grene,F,Je
72,0.800751,1562,Dana,Gorrdon,F,Jams
72,0.800751,1562,Dana,Godon,F,Jams
72,0.800751,1562,Dina,Gordo,F,Jams
73,0.883165,2477,ean,Tuckeer,F,JJuan
73,0.883165,2477,Jeean,Tuker,F,JJuan
74,0.50097,1177,oris,Keelly,F,SSamuel
74,0.50097,94,Rooy,Peter,M,Cristopher
74,0.50097,1177,Doriis,Kely,F,Samueel
75,0.7478290498260001,2408,Ro,Forrd,M,Tod
75,0.7468431890009999,872,ric,Pierc,M,Gregry
75,0.7478290498260001,2408,RRoy,For,M,Toddd
75,0.7478290498260001,2408,oy,Foord,M,odd
76,0.9837290000000001,1503,Stphen,RReed,M,VVictor
76,0.9837290000000001,1503,Stepen,Red,M,Victr
76,0.9837290000000001,1503,Sephen,Reeed,M,Victo
77,0.978530526161,1545,onna,Parke,F,Aarn
79,0.73982,2519,Jackk,Watso,M,Harld
79,0.73982,903,Juann,lvarez,M,Geoorge
79,0.73982,2519,Jaack,Wason,M,Harod
79,0.73982,903,JJuan,Allvarez,M,Georg
81,0.9000889999999999,1179,Thereesa,Banes,F,Rogr
82,0.9770270000000001,1487,loria,Rui,F,Jonatan
82,0.9770270000000001,1607,Heater,Grifin,F,Eri
82,0.9770270000000001,1487,Glria,Riz,F,Jnathan
82,0.9770270000000001,1607,Heeather,Griffinn,F,Eic
83,0.8510540000000001,2100,Mariln,anson,F,Joonathan
84,0.9898819999999999,1017,Fredd,Crawforrd,M,Frak
84,0.9898819999999999,704,Maarie,Leee,F,Caarl
85,0.442053,2455,Rayond,erry,M,Russll
85,0.442053,2548,Ellizabeth,Lawrnce,F,Ro
86,0.907748,2974,Jennife,Alvrez,F,RRandy
87,0.997491,193,Paamela,Litttle,F,Erric
88,0.990675,2935,Kathhryn,Freemman,F,enry
88,0.990675,101,Donnald,Morrris,M,Larryy
89,0.773264050484,2719,Jooan,Rodrigueez,F,Joeph
89,0.736604303122,2184,Stteve,AAllen,M,Josee
89,0.773264050484,2719,JJoan,Roodriguez,F,Joseeph
90,0.804696,1865,Lary,Harpper,M,Geralld
90,0.804696,1287,Joee,Clak,M,Micchael
91,0.997491,863,Howar,Warre,M,Hoard
92,0.861491,2228,ori,Whie,F,obert
92,0.861491,2228,Loi,Whie,F,Robet
92,0.861491,2049,Danel,night,M,Craigg
93,0.557867,270,Kellly,Simpsn,F,Royy
93,0.557867,270,Klly,Simpsoon,F,Ro
93,0.557867,713,Nichholas,Specer,M,Stev
94,0.9504399895669999,513,Dianne,Rei,F,Henrry
94,0.9504399895669999,1909,Margaet,Dniels,F,Mihael
94,0.9504399895669999,1909,Margret,Danils,F,MMichael
95,0.843983,848,Maargaret,Hrvey,F,Jmes
96,0.984319,2747,EEmily,Medin,F,Joh
97,0.429576,383,Kaathleen,Loez,F,Kenneeth
98,0.805045545101,2330,Donnald,ogers,M,San
98,0.7721509635449999,1188,Hooward,SSpencer,M,Marrk
98,0.805045545101,2330,Donad,Roges,M,San
99,0.611766,2373,FFrank,ordan,M,oe
100,0.772511,117,Stteve,Wilon,M,Cris
101,0.603564,1420,Jmmy,Myes,M,Wiillie
101,0.603564,91,Erl,Dunnn,M,Boby
103,0.632644,528,Jooan,Coox,F,Stteven
103,0.632644,2715,HHeather,Alvarz,F,Jua
103,0.632644,528,JJoan,ox,F,Seven
104,0.581167,2211,Thereesa,Sllivan,F,Johhn
105,0.740950971842,1673,Barbarra,amilton,F,Duglas
105,0.774766385555,2990,Euene,Dxon,M,Seean
105,0.628966063261,1535,Stphen,Joones,M,Harrold
105,0.774766385555,2990,Euene,Dxon,M,San
105,0.774766385555,2990,Euene,Dixxon,M,Seann
107,0.7752861380580001,835,Antony,Pattersson,M,Adm
107,0.7752861380580001,657,Harrry,Fergusoon,M,Jackk
108,0.609186708927,1150,Dborah,Fowwler,F,Anthny
108,0.609186708927,2492,Gloriaa,Chvez,F,JJimmy
109,0.973742,1574,Mararet,ole,F,Clarennce
110,0.583148,1028,DDaniel,Maason,M,Lawrnce
110,0.583148,116,KKathy,Collis,F,Alert
111,0.959468,885,CClarence,Rodrigue,M,TTerry
111,0.959468,1955,Margare,Nguyenn,F,yan
112,0.738568,201,Roge,Moran,M,Andrrew
112,0.738568,2655,Mrtin,Richars,M,Alann
113,0.6875060000000001,15,Ann,Harpr,F,Laarry
113,0.6875060000000001,2166,Brue,Fowleer,M,Gay
113,0.6875060000000001,2166,BBruce,Fower,M,Gar
114,0.692851,898,Denie,Specer,F,Earll
114,0.692851,2850,Victtor,Gaza,M,Gerad
116,0.727033,1125,icole,Harrisson,F,Daid
116,0.727033,2774,Kith,Miiller,M,Bbby
117,0.921775,2323,Samul,Warrd,M,Earll
117,0.921775,2323,Smuel,WWard,M,Earll
118,0.9667629999999999,2444,aura,Gordonn,F,Dougla
118,0.9667629999999999,2414,Mildrred,Wbb,F,Mathew
118,0.9667629999999999,2414,Milded,Web,F,Matthe
119,0.910795032978,1832,Frnces,Kig,F,Ronal
119,0.910795032978,788,Aaon,Geene,M,Roald
119,0.910795032978,1832,Fraces,Kiing,F,Ronal
119,0.910795032978,1832,Francs,Kingg,F,Ronad
120,0.7068409999999999,2247,Carence,GGreen,M,EErnest
120,0.7068409999999999,1153,Brando,Reiid,M,hilip
121,0.9852190000000001,1993,Harryy,Parkr,M,Aron
122,0.9638610000000001,1788,Antonnio,Webbb,M,icholas
122,0.9638610000000001,1788,Anntonio,Web,M,Nicholaas
122,0.9638610000000001,1515,Arthuur,GGilbert,M,Doouglas
122,0.9638610000000001,1788,Anttonio,WWebb,M,Nichlas
124,0.993241,1735,Rachhel,Browwn,F,onald
124,0.993241,1735,Rachl,Brrown,F,DDonald
124,0.993241,1823,Andre,Yooung,M,Raymon
126,0.832052916288,1216,Thmas,Mils,M,Jame
126,0.8672400414939999,1046,Roge,lson,M,Dennnis
126,0.832052916288,1216,Thoma,Mils,M,Jaes
127,0.8983270000000001,2143,Mar,Woodd,M,Gorge
128,0.906861,2777,Ernes,Adms,M,Aam
128,0.906861,1754,Donaldd,Armstrongg,M,Sott
129,0.934817,909,Viirginia,DDixon,F,Jimm
129,0.934817,970,Dougglas,Le,M,San
130,0.727749,1163,Christin,Sullivvan,F,Joseh
131,0.958828,12,Terryy,LLopez,M,Rand
131,0.958828,1778,EEric,SShaw,M,Rlph
131,0.958828,12,Terrry,Lopezz,M,Rany
131,0.958828,1778,Erc,Sha,M,Ralphh
132,0.607557,2853,Jua,Amstrong,M,Bria
133,0.51153,2948,Freed,Bowan,M,Stevve
133,0.51153,77,Jess,Hal,M,Rger
134,0.935918867588,2811,Lsa,SSanders,F,Benjami
134,0.935918867588,2687,Anddrea,EElliott,F,Stephenn
134,0.935918867588,2687,Andreea,Elliottt,F,Stepphen
134,0.935918867588,2811,Lissa,Saders,F,Benamin
135,0.887917,2192,Martn,Wod,M,Crraig
135,0.887917,2924,Barbra,Gonzale,F,Josephh
136,0.673287,706,arry,Bryaant,M,Vicor
137,0.814926,889,Robeert,Wite,M,Sauel
137,0.814926,889,Robbert,Whitee,M,Samuell
137,0.814926,889,Robet,Whitte,M,Saamuel
138,0.968285739422,2263,Anthhony,Andersonn,M,Luis
140,0.602579,2623,Sarh,Holms,F,Ryaan
141,0.978612,2731,Marrtin,ruz,M,BBenjamin
142,0.840683,1377,Marilynn,Harrris,F,HHarry
142,0.840683,1377,Marillyn,Harrs,F,Harrry
143,0.9184049999999999,2275,RRoy,Masonn,M,Steen
143,0.9184049999999999,1934,Paulaa,Milller,F,FFred
143,0.9184049999999999,2275,Royy,Maso,M,Steen
143,0.9184049999999999,2275,Ro,Maon,M,Stevven
144,0.8485593199729999,433,Andra,Philllips,F,Euggene
144,0.8485593199729999,433,Andea,Philllips,F,Egene
144,0.8485593199729999,433,Anddrea,Philliips,F,EEugene
144,0.8485593199729999,2802,Aaroon,Wrd,M,Peteer
145,0.724486142397,1052,Thheresa,Wod,F,Daavid
145,0.690003752708,2946,Joye,mith,F,Steeve
146,0.8733047842980001,327,ohn,Prker,M,Wayn
147,0.9475319999999999,2144,Juie,MMedina,F,Thomaas
147,0.9475319999999999,2144,Juliee,Medinaa,F,Thoms
148,0.79823,505,elly,Barness,F,Richhard
149,0.9753370000000001,2469,ennifer,Olver,F,Willliam
149,0.9753370000000001,2290,anet,Andreews,F,RRoger
149,0.9753370000000001,2290,Jnet,Andrewws,F,Rogger
151,0.45566899999999994,1314,Rachhel,Fullerr,F,VVictor
151,0.45566899999999994,496,Stephn,Duncann,M,Harod
152,0.44729399999999997,1945,Beetty,Murhy,F,Donaald
153,0.969003856182,306,Wllie,Foox,M,Ralh
153,0.969003856182,2076,Athur,Willson,M,ohn
154,0.7597229999999999,614,Sharoon,Fishher,F,Harod
155,0.9352389999999999,2864,MMarie,Grnt,F,Lous
156,0.9521930000000001,2112,Beveerly,Dun,F,Fraank
156,0.9521930000000001,2112,Beverrly,Dnn,F,Frannk
156,0.9521930000000001,1844,HHenry,Olivver,M,Maartin
156,0.9521930000000001,2112,Beerly,Duunn,F,Fran
157,0.822833061218,950,DDonald,KKennedy,M,Jan
158,0.9908020000000001,690,Brend,Gibsonn,F,Willim
158,0.9908020000000001,1325,Samueel,Gran,M,Briaan
159,0.7801282405850001,532,Jennifr,Gonzzalez,F,Jerem
159,0.7801282405850001,532,Jennnifer,Gnzalez,F,JJeremy
159,0.904665380716,319,EEric,WWest,M,ouglas
160,0.907014,264,Catherrine,Buurns,F,Freed
161,0.850932,1889,Rogeer,Wattkins,M,Dougla
162,0.925725,558,Justtin,Marshhall,M,Antono
162,0.925725,298,Beveerly,Berryy,F,Saamuel
162,0.925725,298,Beeverly,Bery,F,Sammuel
163,0.913972616196,389,Shirleyy,Dixoon,F,Paaul
163,0.913972616196,1147,RRoy,ryant,M,Chrisopher
164,0.8485590000000001,1514,Waynne,Fordd,M,Greory
165,0.427349,548,SShawn,Saners,M,Erl
166,0.736169,682,Mrk,Olsoon,M,Stepheen
166,0.736169,2430,RRandy,Hawkin,M,imothy
167,0.72665,1501,Marttha,Den,F,Grgory
168,0.95683,686,ois,liver,F,ouis
169,0.786562,253,AAlan,Thoas,M,Buce
169,0.786562,1696,Shirleyy,ustin,F,Jimmmy
170,0.755195,1680,Patriia,Haarris,F,Json
171,0.516986,769,Ranndy,Palmr,M,Howaard
171,0.516986,1324,Judih,oster,F,Chharles
172,0.9729389999999999,313,ric,Ramireez,M,Dennnis
172,0.9729389999999999,1600,PPamela,Maason,F,Jimy
172,0.9729389999999999,1600,Pamelaa,ason,F,JJimmy
172,0.9729389999999999,313,Erric,Ramireez,M,Deennis
172,0.9729389999999999,1600,Pamel,MMason,F,Jimm
173,0.780619,896,Laua,Schidt,F,Patrrick
173,0.780619,2028,Joose,Bwman,M,Pillip
174,0.608491,2389,RRobert,SSims,M,Mrtin
175,0.879542,2752,Erest,Heenry,M,Phiilip
175,0.879542,1090,BBruce,Frnklin,M,Joee
175,0.879542,2752,Ernnest,Henr,M,Phiilip
175,0.879542,1090,Brue,Fraanklin,M,JJoe
175,0.879542,2752,Ernes,Hnry,M,Phiilip
176,0.9348549999999999,1721,Dona,Stne,F,Samueel
176,0.9348549999999999,581,Shirleyy,Gonalez,F,Jame
176,0.9348549999999999,581,Shirey,Gonzalz,F,Jame
176,0.9348549999999999,1721,Donnna,Stonne,F,Sauel
177,0.676237,1422,Shirle,Greeene,F,Je
177,0.676237,921,Jennife,Williss,F,Jimm
178,0.784208714962,1519,Frannk,Kellyy,M,Ernes
178,0.717335611582,1148,Kennneth,Willi,M,Adaam
178,0.506298750639,1641,hyllis,TTurner,F,Johny
178,0.506298750639,1641,Phylliss,Turrner,F,Joohnny
178,0.506298750639,1641,Phhyllis,Turrner,F,Johnnny
179,0.886302,268,RRoy,Simmns,M,Christophe
179,0.886302,1218,Wayn,Halll,M,Carrlos
180,0.698835253716,837,Alaan,Myeers,M,Arrthur
181,0.935766,1209,Tammmy,Bshop,F,Petter
181,0.935766,173,CCynthia,SSchmidt,F,eith
181,0.935766,173,Cyntthia,Schmidtt,F,Keeith
182,0.49082600000000004,456,Helenn,Jacob,F,Terryy
182,0.49082600000000004,456,Hele,Jacobss,F,Tery
182,0.49082600000000004,2809,Rut,Alexnder,F,Larrry
183,0.9232940000000001,895,Dors,lark,F,arold
183,0.9232940000000001,1102,loria,dwards,F,Joseeph
183,0.9232940000000001,1102,GGloria,Edards,F,JJoseph
183,0.9232940000000001,1102,GGloria,Edwardds,F,Josephh
184,0.701296,1199,Josseph,War,M,Ryann
184,0.701296,522,Eugenee,Walllace,M,EErnest
184,0.701296,522,EEugene,Waallace,M,Errnest
185,0.810968,1037,Jstin,Carpentter,M,Charls
185,0.810968,266,MMaria,Fenandez,F,Scot
185,0.810968,1037,Juustin,Carpnter,M,Charlees
185,0.810968,266,MMaria,FFernandez,F,SScott
185,0.810968,266,Mari,ernandez,F,Sctt
186,0.98946,786,Edard,Buurton,M,Dougls
187,0.919783,2577,Jnet,Jennkins,F,Steeve
188,0.901661,1217,Josep,Felds,M,Haarry
188,0.901661,589,Robertt,Rosss,M,JJack
191,0.9777049999999999,2225,TTerry,Casttillo,M,Patric
191,0.9777049999999999,2225,Tery,Castiillo,M,Patric
192,0.787646,366,Teres,Kenndy,F,Claence
192,0.787646,366,Terresa,Kenneddy,F,Clarenc
193,0.974424,2938,ictor,GGardner,M,Victtor
193,0.974424,2729,Laurra,Burto,F,Brucce
194,0.7411909699439999,802,Raachel,Grifin,F,Walte
194,0.7411909699439999,802,Rachhel,Griffn,F,Waltr
194,0.683730959892,1142,EElizabeth,Johhnston,F,Brce
194,0.593673825264,1401,Doroty,Hason,F,Gaary
195,0.7940149999999999,1634,Ncholas,Armstronng,M,Stehen
196,0.500939,1522,Raymod,Waarren,M,Tmothy
197,0.971417,1730,Pammela,agner,F,Josephh
197,0.971417,1730,Pamla,Wgner,F,Jseph
198,0.968297,163,Niccole,Wod,F,Stevven
198,0.968297,163,icole,Woood,F,Steve
198,0.968297,684,Mchelle,Morriss,F,Joee
199,0.9118440000000001,1820,Aan,Fowleer,M,JJuan
199,0.9118440000000001,1820,Alann,FFowler,M,Juaan
200,0.479117,739,Josseph,Williis,M,Howrd
200,0.479117,922,SScott,Mattthews,M,Daniell
201,0.767506,2208,An,Hdson,F,Chrristopher
201,0.767506,2208,AAnn,Hdson,F,Christopheer
202,0.8404469999999999,2030,Harol,Stepheens,M,JJason
202,0.8404469999999999,2030,Harol,Sttephens,M,Jasonn
202,0.8404469999999999,2320,Phylliis,Roberrtson,F,Allbert
203,0.45745600000000003,168,yan,ard,M,WWilliam
203,0.45745600000000003,168,Ryyan,Waard,M,WWilliam
203,0.45745600000000003,910,Emiy,Warre,F,Jonathhan
204,0.987369,595,Waalter,Grannt,M,EEugene
205,0.570682,1963,Stephnie,Snydeer,F,Je
205,0.570682,1963,Stepanie,Snydr,F,Joee
205,0.570682,272,Scot,Bennnett,M,Johny
205,0.570682,272,Scoott,BBennett,M,Johnnny
206,0.725033,2318,my,EElliott,F,Jasoon
206,0.725033,2803,Paul,Armstron,F,Rogger
207,0.939794,146,SSarah,Pattersoon,F,Wane
208,0.579580307007,2716,Jacquueline,arcia,F,Lary
208,0.630656152964,1756,Benjami,Petersoon,M,Keenneth
208,0.579580307007,2716,Jacueline,arcia,F,Larryy
208,0.630656152964,1756,Beenjamin,Peteron,M,Kennethh
209,0.990662,2058,Daniiel,DDavis,M,oger
210,0.9323425889020001,1365,Chriistopher,Addams,M,Jeeffrey
210,0.9323425889020001,2590,Jessiica,reeman,F,Arthu
211,0.9851040000000001,1807,effrey,RReed,M,Sea
212,0.9727100000000001,1386,MMarie,ole,F,Philllip
213,0.952642,1563,Nora,Arrnold,F,alter
215,0.971823,2758,ayne,Hernaandez,M,Michhael
215,0.971823,2758,Waayne,ernandez,M,Micchael
215,0.971823,2758,Waayne,Hernadez,M,Mihael
216,0.45353699999999997,1932,Annn,Reynold,F,Rya
216,0.45353699999999997,283,Shaaron,Warrd,F,Toddd
216,0.45353699999999997,283,Shharon,WWard,F,TTodd
217,0.765213,2691,Juaan,NNguyen,M,Jse
217,0.765213,359,VVictor,Eliott,M,Jremy
218,0.7947489999999999,2324,Kennneth,Knigh,M,Johhnny
218,0.7947489999999999,1581,KKenneth,Meyyer,M,Kennth
219,0.554603,2627,Lois,Morgn,M,Brrandon
219,0.554603,2627,Lois,organ,M,randon
219,0.554603,2627,LLouis,Morga,M,Branddon
221,0.753476,399,Fraances,RRivera,F,LLarry
221,0.753476,1636,Jaack,Haarris,M,Fank
222,0.6957215666769999,1708,Waalter,Cunnngham,M,EEric
224,0.654311,2681,Kahy,Powel,F,Jerrry
224,0.654311,2681,Kathyy,Powwell,F,Jerrry
225,0.902758,1841,Kvin,Boman,M,Artur
225,0.902758,143,Buce,Foxx,M,Jshua
226,0.585095,2537,Phillip,Gtierrez,M,Anntonio
226,0.585095,1077,Pillip,Riz,M,Phiip
227,0.952874,1937,Joee,Perkinss,M,Grgory
227,0.952874,1637,aula,Deean,F,Charlees
227,0.952874,1637,PPaula,Deann,F,Chaarles
228,0.9390790000000001,1044,Sephen,Richarrds,M,LLouis
228,0.9390790000000001,1044,Stephn,Ricards,M,LLouis
228,0.9390790000000001,1044,Stphen,ichards,M,LLouis
228,0.9390790000000001,2871,Seve,Barns,M,rank
229,0.849484,2920,Jimy,Neson,M,Jak
229,0.849484,917,Rachell,Perkinss,F,Scot
230,0.727846205235,2142,Marthaa,Olivver,F,Benjamiin
230,0.727846205235,254,KKevin,Moales,M,Brue
230,0.727846205235,254,Kvin,Moralles,M,Brue
231,0.997334,945,Ryaan,Morrisson,M,eith
231,0.997334,945,Ryann,Morrisoon,M,Keth
231,0.997334,945,Ryaan,MMorrison,M,KKeith
231,0.997334,1157,Joa,Stewar,F,Deennis
232,0.876158,1198,Jeennifer,Owen,F,Caarl
232,0.876158,4,iane,Frazer,F,Frrank
233,0.976563,599,Cyntia,Poter,F,ayne
233,0.976563,599,Cyntia,Porer,F,WWayne
233,0.976563,154,hirley,Field,F,Russeell
234,0.49365,1240,Boonnie,Coxx,F,Gerge
234,0.49365,44,Mattew,Booyd,M,Timothhy
234,0.49365,44,Mathew,Bod,M,Tiothy
235,0.770543,1280,Tamy,Keelley,F,Joohn
235,0.770543,1973,Carl,Morrgan,F,Donaald
237,0.9858129999999999,343,AAmy,Perz,F,Bian
237,0.9858129999999999,343,my,Pere,F,Bran
239,0.558658,864,Cllarence,Sim,M,Seaan
239,0.558658,864,Carence,ims,M,SSean
240,0.906323,2283,Cyynthia,Martnez,F,Toddd
241,0.979377657175,2677,Jseph,Elllis,M,Joee
241,0.979377657175,2677,Josseph,llis,M,oe
241,0.9767935574050001,1706,Ala,Baaker,M,Joohnny
241,0.9767935574050001,1706,Alann,Bake,M,Jhnny
242,0.526625,1622,Janett,Colins,F,Rayond
242,0.526625,2136,Srah,Jordann,F,Benjamn
242,0.526625,2136,Sarrah,Jorda,F,Benamin
243,0.953083,1565,Mar,Gry,M,Willi
244,0.8203219999999999,1079,Lillin,Ry,F,Patrck
245,0.9586680000000001,1020,Jo,Oweens,M,Gregry
246,0.663166791201,1069,Kimberrly,Lews,F,Peterr
246,0.6730453372,2180,Brendaa,Reeyes,F,Dnald
246,0.754477769136,2201,Frrank,Morenoo,M,Phillipp
247,0.630735,2064,Johhn,Hudon,M,Clarrence
247,0.630735,2064,Jon,Huddson,M,Cllarence
247,0.630735,2064,Johnn,Huudson,M,Clarennce
247,0.630735,165,Suan,Buutler,F,ean
248,0.9390790000000001,725,Steen,Brookss,M,Justtin
249,0.946486383677,1517,Phyyllis,Gutiierrez,F,Jefffrey
